	metab	Spearman_bulk	Spearman_matched	p_bulk	p_matched	q_bulk	q_matched	hmdb	metab_ids
431	arginine	0.03672696465224336	0.0730038209311156	0.6235302996759304	0.35140570154754136	0.896706369430938	0.7727547313862628	HMDB00517	HMDB00517
432	serylleucine	-0.03742465485712071	0.021859923582477746	0.6269872580675476	0.7837977175840944	0.896706369430938	0.9479265570750142	HMDB29043	HMDB29043
433	pregnenolone sulfate	0.03597708987260144	0.09798064445512181	0.6306411742723805	0.21055858921040266	0.896706369430938	0.630203329944422	HMDB00774	HMDB00774
434	alpha-hydroxycaproate	-0.03583309845323951	0.0034405879369482813	0.6320105261683427	0.9650165609510756	0.896706369430938	0.994390064894175	HMDB01624	HMDB01624
435	2-piperidinone	0.0357970671259293	0.07089240572353812	0.6323533785778044	0.3655471518222716	0.896706369430938	0.7830940988109579	HMDB11749	HMDB11749
436	ergothioneine	0.03668216941913709	0.03998745021797413	0.6338437997728339	0.6156389115843257	0.896706369430938	0.8909214022610152	HMDB03045	HMDB03045
437	histidylphenylalanine	-0.0365278987249266	-0.012454048349447624	0.6352723685281914	0.8757937784134183	0.896706369430938	0.9738570997155944	HMDB28892	HMDB28892
438	2-arachidonoyl-GPE (20:4)*	-0.03548905204049993	0.019807404299873897	0.6352874573157481	0.8006382035448867	0.896706369430938	0.9518698642144764	HMDB11487	HMDB11487
439	glutathione, oxidized (GSSG)	-0.0499603800864111	0.018448029050680645	0.6362512222570118	0.8622073678229755	0.896706369430938	0.9685689066357834	HMDB03337	HMDB03337
440	1-linolenoylglycerol (18:3)	0.04991984805105172	-0.017129477841632698	0.6365253391644817	0.8719691796900346	0.896706369430938	0.9718823148628511	HMDB11569	HMDB11569
441	caprylate (8:0)	0.03520895984815655	0.0815057147599786	0.637960489466637	0.2979993772240942	0.896706369430938	0.7288213340109275	HMDB00482	HMDB00482
442	ribitol	-0.053114572202276604	0.007950496769764588	0.6420057575272015	0.9445595642616328	0.8993578602953444	0.994390064894175	HMDB00508	HMDB00508
443	betaine	-0.03437946271211447	-0.043240498125505435	0.6459040292363997	0.5813117230249052	0.8993578602953444	0.8729874296654717	HMDB00043	HMDB00043
444	ethanolamine	0.03434039687044818	-0.02850477474275485	0.6462791350377013	0.7162756672943758	0.8993578602953444	0.9389463571270837	HMDB00149	HMDB00149
445	palmitoylcarnitine (C16)	-0.0343028357193804	0.07953755981061977	0.646639877069547	0.30985743389858494	0.8993578602953444	0.733700673120706	HMDB00222	HMDB00222
446	theobromine	0.03427283671262352	0.019108508460713824	0.6469280504855565	0.8075332919310106	0.8993578602953444	0.9547631186366645	HMDB02825	HMDB02825
447	glycerol 2-phosphate	-0.03421533159648982	0.02576676326558559	0.6474805970681732	0.7425197225570119	0.8993578602953444	0.9479265570750142	HMDB02520	HMDB02520
448	erucate (22:1n9)	0.047532704930283734	0.07449887430006176	0.6527547518780075	0.4827877652035326	0.8999697586770528	0.8378167979470115	HMDB02068	HMDB02068
449	campesterol	-0.03460749716924439	0.08071582747040637	0.6531668654292277	0.3102799575580556	0.8999697586770528	0.733700673120706	HMDB02869	HMDB02869
450	alpha-tocopherol	-0.03354379708479798	-0.006117346914027567	0.6539473332948715	0.9378422975450329	0.8999697586770528	0.994390064894175	HMDB01893	HMDB01893
451	mannose	0.03354352194134346	0.0353638616853163	0.6539499881975781	0.6520293834980847	0.8999697586770528	0.9045983019033395	HMDB00169	HMDB00169
452	leucylglutamine*	0.049974070667298504	0.11345173995180352	0.6618409764136349	0.31947997310116777	0.9072193471703185	0.7385375715127491	HMDB28927	HMDB28927
453	suberate (C8-DC)	-0.046094638952021254	0.05752091418607852	0.662610906039035	0.5881093074977033	0.9072193471703185	0.8770410578711394	HMDB00893	HMDB00893
454	2-methoxyacetaminophen glucuronide*	-0.04980446609939926	-0.03405681023594295	0.6629189979364506	0.7657297719608297	0.9072193471703185	0.9479265570750142	HMDB0240215	HMDB0240215
455	5-acetylamino-6-amino-3-methyluracil	0.03218011987238342	-0.00888821107395416	0.667158403547675	0.9097884271754048	0.9093751487847289	0.989553867423312	HMDB04400	HMDB04400
456	sphingosine	-0.03191273385261444	-0.04852773887041567	0.6697609977690511	0.5359321475969534	0.9114712465664669	0.8495517006351706	HMDB00252	HMDB00252
457	sucrose	-0.1538643637241659	-0.31388330199729847	0.6712773933400762	0.377122831482475	0.9120041258526695	0.7835367566723267	HMDB00258	HMDB00258
458	serotonin	0.03214021345207271	0.05978591019200882	0.6764494732369016	0.4526639501602663	0.9147563176789696	0.8247014395229462	HMDB00259	HMDB00259
459	pregnanediol-3-glucuronide	0.030963161896207247	0.1295755563564618	0.6790352658304255	0.09716108664026221	0.9157478773702924	0.46988638510770875	HMDB10318	HMDB10318
460	isovalerate (i5:0)	0.030933851055876448	0.11906534115070203	0.6793223155725884	0.12770402249588456	0.9157478773702924	0.5173431904021045	HMDB00718	HMDB00718
461	lysine	-0.030593704903666388	0.020913319938085054	0.6826568309515622	0.7897591610299424	0.9184118369013698	0.9479265570750142	HMDB00182	HMDB00182
462	1-palmitoleoyl-GPE (16:1)*	0.04557195352937101	0.14298654851390313	0.6900380201656511	0.20871522169744894	0.925739056311798	0.6270443885028397	HMDB11474	HMDB11474
463	tauro-beta-muricholate	0.02973928506376502	-0.0011683967952711026	0.6910598796533165	0.9881165588306773	0.925739056311798	0.994390064894175	HMDB00932	HMDB00932
464	3-methyl-2-oxobutyrate	-0.02847843785393053	-0.024951384786565497	0.7035290431740746	0.7503944480165796	0.934945630221882	0.9479265570750142	HMDB00019	HMDB00019
465	arabinose	-0.02831374560857718	0.04124021003411625	0.7051637088599114	0.598932201389188	0.934945630221882	0.8835192510649889	HMDB00646	HMDB00646
466	aspartate	-0.028272014652707053	-0.008350600285136778	0.7055781274805324	0.9152239014285227	0.934945630221882	0.9900830644818805	HMDB00191	HMDB00191
467	1-palmitoyl-GPA (16:0)	0.135400640077266	0.1723280873710658	0.7091817589716358	0.6340290464285234	0.9372231173993676	0.8985577214285033	HMDB00327	HMDB00327
468	cholesterol	0.027878861609334504	0.0745662949623413	0.7094866589658764	0.3411651025064578	0.9372231173993676	0.7672941422967472	HMDB00067	HMDB00067
469	stachydrine	0.027515543596488	0.05969802236871552	0.7131053407146972	0.44624806451896615	0.9375237362456532	0.8184002863654513	HMDB04827	HMDB04827
470	glycohyocholate	0.027341702528154134	-0.0023939190812609524	0.7148390872800721	0.9756549619545885	0.9375237362456532	0.994390064894175	"HMDB00138
"	"HMDB00138
"
471	4-hydroxyphenylpyruvate	-0.026950974926412505	0.01645683774793513	0.7187411975652598	0.8338245131588354	0.940737714244438	0.9606376625356166	HMDB00707	HMDB00707
472	13-methylmyristate (i15:0)	-0.03842579657916838	-0.03696765462999515	0.7207057693584702	0.7384915783682333	0.9414188690679861	0.9479265570750142	HMDB61707	HMDB61707
473	indolepropionate	-0.026325330435250528	0.054835206874789474	0.7250045044023499	0.48421292217135636	0.9414188690679861	0.8378167979470115	HMDB02302	HMDB02302
474	2-palmitoyl-GPC (16:0)*	-0.025814442945655092	0.03931088263137742	0.7301325715971507	0.6161512501618236	0.9414188690679861	0.8909214022610152	HMDB61702	HMDB61702
475	5-oxoproline	-0.025686083556782018	0.056447219499978614	0.731422880801759	0.4714388882671512	0.9414188690679861	0.8338776893597861	HMDB00267	HMDB00267
476	naproxen	0.03557707990171339	0.03415886657040419	0.736354920186129	0.7478738894892127	0.9414188690679861	0.9479265570750142	HMDB01923	HMDB01923
477	quinate	0.025195736008484158	0.02008805037455247	0.7363589198804346	0.7978737297182421	0.9414188690679861	0.9512255050679879	HMDB03072	HMDB03072
478	lysylvaline	0.025585802458857238	0.008262259181561794	0.7397547304250269	0.9174133297782561	0.9414188690679861	0.9900830644818805	HMDB28964	HMDB28964
479	indoleacetate	0.02478197445344294	0.017161775606041884	0.7405324319415953	0.8268158113535065	0.9414188690679861	0.9606376625356166	HMDB00197	HMDB00197
480	2-ethylhexanoate	0.024521159793958074	-0.004641900142467406	0.7431671111791099	0.952814069916637	0.9414188690679861	0.994390064894175	HMDB31230	HMDB31230
481	isoursodeoxycholate	0.02446535147695619	0.10711315119633037	0.7437312605075714	0.17088165090575527	0.9414188690679861	0.5700764451301407	HMDB00686	HMDB00686
482	octadecanedioate (C18-DC)	0.024279661985840802	0.10935443785294718	0.7456093198320893	0.1620526522802619	0.9414188690679861	0.5526576508043991	HMDB00782	HMDB00782
483	glycolate (hydroxyacetate)	0.024210687110402525	0.010755230413741181	0.7463073128325363	0.890946127827116	0.9414188690679861	0.9802697756041276	HMDB00115	HMDB00115
484	isobutyrylcarnitine (C4)	0.0242055891287292	0.02654197531706774	0.7463589101876009	0.7350575783736346	0.9414188690679861	0.9479265570750142	HMDB00736	HMDB00736
485	1-stearoyl-GPC (18:0)	0.024201035237970167	0.07930593341181767	0.7464050016792283	0.31127300519837864	0.9414188690679861	0.7340211913217966	HMDB10384	HMDB10384
486	leucylaspartate	-0.036942075688348015	-0.015839361781624026	0.7465247796645031	0.8898073255550335	0.9414188690679861	0.9802697756041276	HMDB28925	HMDB28925
487	S-methylcysteine	0.024059521498572274	0.11252624674752615	0.7478377584147147	0.15014719527174394	0.9414188690679861	0.5366227162998676	HMDB02108	HMDB02108
488	1-arachidonoyl-GPE (20:4n6)*	0.024057987278545037	0.15015817270781787	0.7478532963785737	0.054219046127250606	0.9414188690679861	0.3516022991282312	HMDB11517	HMDB11517
489	gamma-glutamylglutamine	-0.02373336790440049	0.025073222950097236	0.7511431860694888	0.7492161035174418	0.9441682338847025	0.9479265570750142	HMDB11738	HMDB11738
490	glycerate	0.023606422686893648	0.01085698536350395	0.7524309507433888	0.8899208522367859	0.9444001375899426	0.9802697756041276	HMDB00139	HMDB00139
491	tauroursodeoxycholate	-0.02406188062955674	-0.0810706388090041	0.754746192919997	0.30815092486041584	0.9456650457322789	0.733700673120706	HMDB00874	HMDB00874
492	nervonate (24:1n9)	-0.03288574879541362	-0.002080547139329966	0.7556482374776622	0.9843841559179971	0.9456650457322789	0.994390064894175	HMDB02368	HMDB02368
493	homocysteine	-0.03096051284372592	0.06047712369084116	0.7573928776011106	0.5479914815360429	0.9460257892504016	0.8497857179780234	HMDB00742	HMDB00742
494	heme	-0.0221535822702423	-0.013140500109520517	0.7672167899939208	0.8669634312898279	0.9506041376956361	0.9713621690891265	HMDB03178	HMDB03178
495	N-acetylvaline	-0.02278601249462183	-0.05732794092222568	0.7673685270416876	0.47149159071277624	0.9506041376956361	0.8338776893597861	HMDB11757	HMDB11757
496	7-methylxanthine	0.021964179175907265	0.04462225303423425	0.7691507173552419	0.5692819683931445	0.9514349914105303	0.8655512698837153	HMDB01991	HMDB01991
497	hydroquinone sulfate	0.02178593322704742	0.07841289983955757	0.7709720250587182	0.31677022117599135	0.9515507341051159	0.737490551839115	HMDB02434	HMDB02434
498	cystine	0.021323994185093176	0.08557775762676467	0.7756979013905224	0.27443088136267807	0.953938648589453	0.7033318396600372	HMDB00192	HMDB00192
499	fucose	0.021903317959226443	0.09449189831746073	0.7761373013595225	0.2346253537164073	0.953938648589453	0.6546680418889069	HMDB00174	HMDB00174
500	beta-hydroxypyruvate	0.030481330107504426	0.04680029417185226	0.7767467734425804	0.6724875276413784	0.953938648589453	0.9093986155782305	HMDB01352	HMDB01352
501	p-cresol glucuronide*	0.02102579163238192	-0.03549641089619148	0.7787530609063416	0.6508108672464386	0.9540897877062923	0.9043735427969991	HMDB11686	HMDB11686
502	tyrosine	-0.020992044766093048	-0.014903083497491983	0.7790990205685727	0.8493179157162019	0.9540897877062923	0.9649735633090796	HMDB00158	HMDB00158
503	pentadecanoate (15:0)	-0.02078655448296244	0.031164000378325986	0.7812065609090565	0.6911004512613494	0.9541765947281525	0.9222019376812963	HMDB00826	HMDB00826
504	1-methylurate	-0.020098315963159877	0.017671380870679983	0.7882767737256529	0.8217576291830007	0.9541765947281525	0.9606376625356166	HMDB03099	HMDB03099
505	1-oleoyl-GPC (18:1)	-0.01986675620738424	0.047931936861936295	0.7906594919931891	0.5409561709729129	0.9541765947281525	0.8497857179780234	HMDB02815	HMDB02815
506	2-linoleoyl-GPE (18:2)*	0.019849032681430217	0.09672745191593822	0.7908419449188381	0.21648043094250938	0.9541765947281525	0.6324479484190718	HMDB11477	HMDB11477
507	glycocholate	-0.019766331187726704	0.039555897839358825	0.7916934566230263	0.6139526070302938	0.9541765947281525	0.890751579013443	HMDB00138	HMDB00138
508	isovalerylcarnitine (C5)	-0.019681056664884997	0.07054429668487602	0.7925717188918795	0.3679119978564108	0.9541765947281525	0.7834146024007156	HMDB00688	HMDB00688
509	phenylalanylalanine	-0.020147717087886357	0.07547415596026401	0.7936609058953792	0.3428498823769388	0.9541765947281525	0.7672941422967472	HMDB28988	HMDB28988
510	2-arachidonoyl-GPC (20:4)*	0.019142262416482137	0.11563780600079822	0.7981268787865308	0.13912198276810966	0.9553765024317465	0.5279392722017282	HMDB61699	HMDB61699
511	uracil	-0.018883093269071206	-0.04255766885736054	0.800802638005766	0.5872997035498273	0.9553765024317465	0.8770410578711394	HMDB00300	HMDB00300
512	N-methylproline	0.018747545211074683	0.0687783127541248	0.8022030126001376	0.380053873131023	0.9553765024317465	0.785811872947236	HMDB94696	HMDB94696
513	gamma-CEHC glucuronide*	0.018721552737839535	0.03099095528661506	0.8024716182808712	0.6927287919732167	0.9553765024317465	0.9222019376812963	HMDB62445	HMDB62445
514	leucine	-0.018212799793980272	0.05114926770772493	0.8077336829451081	0.5141066483068617	0.9586175858581254	0.8460850152226196	HMDB00687	HMDB00687
515	1-linolenoyl-GPC (18:3)*	-0.018106284071550068	0.015679634429892064	0.8088364833727746	0.8415668689067213	0.9586175858581254	0.9649735633090796	HMDB10388	HMDB10388
516	3-hydroxy-2-ethylpropionate	0.017918408098771425	0.10485473920126125	0.8107825561933083	0.1801341996071668	0.9586175858581254	0.5818674523159804	HMDB00396	HMDB00396
517	pantothenate	0.017908390638139052	0.026400053939767035	0.8108863525873776	0.7364218770967246	0.9586175858581254	0.9479265570750142	HMDB00210	HMDB00210
518	vanillylmandelate (VMA)	0.017764851177080616	0.04677648262976169	0.8123740047658229	0.5507653657107312	0.9586175858581254	0.8497857179780234	HMDB00291	HMDB00291
519	threonylphenylalanine	0.018138070092980435	0.01741981014122219	0.813847266919516	0.8269351424245104	0.9586175858581254	0.9606376625356166	HMDB29068	HMDB29068
520	5-hydroxymethyl-2-furoic acid	0.018107728254609677	0.03730336688921614	0.8141530197650201	0.6395573470223632	0.9586175858581254	0.9019128320447165	HMDB02432	HMDB02432
521	cimetidine	-0.01791684602726836	0.0560247518951729	0.8160771701043448	0.4816446712024707	0.9594639463632468	0.8378167979470115	HMDB14644	HMDB14644
522	saccharin	0.01710104443844344	-0.09476038834604394	0.8192623968418381	0.22601349134840765	0.9594639463632468	0.6492199617256273	HMDB29723	HMDB29723
523	paraxanthine	0.0168827602820692	0.009119117932029276	0.8215306072427124	0.9074551291579025	0.9594639463632468	0.9882717437139498	HMDB01860	HMDB01860
524	imidazole lactate	0.016878472994209585	0.05712201548261593	0.8215751717219149	0.46614680182474877	0.9594639463632468	0.831295129920802	HMDB02320	HMDB02320
525	pyroglutamylglutamine	0.016787158740758566	-0.04741378994669693	0.8225244787490694	0.5453442506042545	0.9594639463632468	0.8497857179780234	HMDB39229	HMDB39229
526	5-HETE	-0.01725889065190123	0.12637226967960663	0.8227179166245597	0.11130516501603357	0.9594639463632468	0.5014590592301302	HMDB11134	HMDB11134
527	leucylleucine	0.02326495262776477	0.011943493237093298	0.828669972284696	0.9141324835569115	0.9630019895773386	0.9900830644818805	HMDB28933	HMDB28933
528	N-acetylcitrulline	0.016513958489902992	0.02838501092802658	0.8302517153131728	0.7216145755559698	0.9630019895773386	0.9416190193230337	HMDB00856	HMDB00856
529	1-stearoyl-GPE (18:0)	0.015665965339169967	0.08764582264961102	0.8342010512492377	0.2629576817446133	0.9637529911226752	0.6803006354934962	HMDB11130	HMDB11130
530	guanine	-0.0762000762001143	-0.09847319278346618	0.8342768299321289	0.7866665909815005	0.9637529911226752	0.9479265570750142	HMDB00132	HMDB00132
531	benzoate	0.015251905688280387	0.034082552646856154	0.838522567501745	0.6638554467685834	0.9652532644626783	0.9063162080285605	HMDB01870	HMDB01870
532	perfluorooctanesulfonate (PFOS)	-0.015176910277998848	0.0017766949780946778	0.8393058109712584	0.9819305945935922	0.9652532644626783	0.994390064894175	HMDB59586	HMDB59586
533	acisoga	0.014944975067291014	0.09488515177286491	0.8417291113630678	0.22540016848308167	0.9652532644626783	0.6492199617256273	HMDB61384	HMDB61384
534	gamma-glutamyl-epsilon-lysine	0.021121788290245927	0.03270632410466458	0.8442442182048882	0.7677296602850192	0.9652532644626783	0.9479265570750142	HMDB03869	HMDB03869
535	uridine	-0.014462471676871822	0.051825402571280176	0.8467751333271607	0.5085527446972365	0.9652532644626783	0.8460850152226196	HMDB00296	HMDB00296
536	5-acetylamino-6-formylamino-3-methyluracil	0.02070789463293901	0.03445423651041701	0.8472590605834938	0.7556948708644021	0.9652532644626783	0.9479265570750142	HMDB11105	HMDB11105
537	isoleucylphenylalanine	0.014491458852125568	0.06611080940131712	0.8507822910653955	0.4062022556852527	0.9652532644626783	0.7993313353254627	HMDB28914	HMDB28914
538	isoleucylalanine	-0.014488561725770378	0.03939703468638053	0.8508117755601693	0.6208668111974623	0.9652532644626783	0.8928599386552932	HMDB28900	HMDB28900
539	1-myristoylglycerol (14:0)	0.019818045832544547	-0.0690203122529474	0.8512628181424566	0.5156367219986001	0.9652532644626783	0.8460850152226196	HMDB11561	HMDB11561
540	ferulic acid 4-sulfate	-0.018744144584188063	-0.0171166732543365	0.8516685714199104	0.8650953235197281	0.9652532644626783	0.9705394455214774	HMDB29200	HMDB29200
541	cysteine	0.013668386026762845	-0.017117592535750153	0.855093169779118	0.8272546974126203	0.9652532644626783	0.9606376625356166	HMDB00574	HMDB00574
542	arabitol	0.014054842057653396	0.0533092588332227	0.8552281161984548	0.5031741046447544	0.9652532644626783	0.8460850152226196	HMDB00568	HMDB00568
543	palmitoyl ethanolamide	0.013614212810355708	0.10403372508508867	0.8556612266015764	0.18358764226798546	0.9652532644626783	0.5885806059228298	HMDB02100	HMDB02100
544	3-methylxanthine	0.013774276567352757	0.015159739344228736	0.8580873728367876	0.8491017636371783	0.9652532644626783	0.9649735633090796	HMDB01886	HMDB01886
545	linoleamide (18:2n6)	0.01889734371307182	0.028258306854562303	0.8580989581155472	0.7903210771484334	0.9652532644626783	0.9479265570750142	HMDB62656	HMDB62656
546	gluconate	-0.013137277822245103	0.023712919937479156	0.8606655048294184	0.7624044385156596	0.9652532644626783	0.9479265570750142	HMDB00625	HMDB00625
547	N4-acetylcytidine	-0.01290126152895191	0.038025456962888934	0.8631439909287845	0.6277416319877954	0.9652532644626783	0.8931623579872969	HMDB05923	HMDB05923
548	7-beta-hydroxycholesterol	0.013258748794437197	0.06824345143568349	0.8633459280201299	0.39119574603018814	0.9652532644626783	0.7950908555066704	HMDB06119	HMDB06119
549	alpha-hydroxyisocaproate	-0.012632711428996721	-0.005526375671887375	0.8659657494664416	0.9438367307748114	0.9652532644626783	0.994390064894175	HMDB00746	HMDB00746
550	fumarate	-0.012351927594876652	0.0014326025821863643	0.8689178647233369	0.9854296633960613	0.9652532644626783	0.994390064894175	HMDB00134	HMDB00134
551	pro-hydroxy-pro	0.012082017733689008	0.012857273454893134	0.8717573623965014	0.8698052333230729	0.9652532644626783	0.9718823148628511	HMDB06695	HMDB06695
552	tartronate (hydroxymalonate)	-0.011869420334842288	-0.0310486484868241	0.8739950793898101	0.6921857467166614	0.9652532644626783	0.9222019376812963	HMDB35227	HMDB35227
553	sorbose	-0.01669232695429116	0.1094835237046943	0.8745126924867473	0.3015674344732012	0.9652532644626783	0.7317490682323533	HMDB01266	HMDB01266
554	3-hydroxyhippurate	-0.011574873339789985	0.05163126483818016	0.8770970142467912	0.5101442339354193	0.9652532644626783	0.8460850152226196	HMDB06116	HMDB06116
555	valylleucine	-0.011505329417371922	-0.014588446481778152	0.8778296705682944	0.8524625830528334	0.9652532644626783	0.9659267263053906	HMDB29131	HMDB29131
556	methyl indole-3-acetate	0.011476518095038987	-0.010018872673728378	0.8781332328863676	0.8983708965810829	0.9652532644626783	0.9859044711197525	HMDB29738	HMDB29738
557	1-docosahexaenoylglycerol (22:6)	0.01616775935326356	-0.05559105681285919	0.8784255759537691	0.6007105188315696	0.9652532644626783	0.8835192510649889	HMDB11587	HMDB11587
558	3-(3-hydroxyphenyl)propionate	0.011335628201398882	0.06353253821232979	0.883013573175631	0.4247916838246889	0.9662057879641249	0.8080481807865194	HMDB00375	HMDB00375
559	phenylalanylaspartate	-0.011024009005952384	-0.0014640942815673868	0.8862075523151909	0.9853402597540041	0.9662057879641249	0.994390064894175	HMDB28991	HMDB28991
560	ribulose	-0.010594443592876089	-0.050122479943030276	0.8874353515459162	0.5226002631333304	0.9662057879641249	0.8490672187334626	HMDB00621	HMDB00621
561	beta-sitosterol	0.010740727208831093	0.07141114615929112	0.8891126758012625	0.36953145615196636	0.9662057879641249	0.7835367566723267	HMDB00852	HMDB00852
562	serine	0.010423487391925342	0.04179584561505769	0.8892400300715775	0.5940135984053728	0.9662057879641249	0.8796833135236831	HMDB00187	HMDB00187
563	7-alpha-hydroxycholesterol	-0.014667554685437172	0.11353887910947973	0.8896317961042519	0.2839046873256081	0.9662057879641249	0.7117495099687999	HMDB01496	HMDB01496
564	4-acetamidophenylglucuronide	0.010296600238199182	-0.04217207686053219	0.890579867644503	0.5906935503660699	0.9662057879641249	0.8793629201971405	HMDB10316	HMDB10316
565	kynurenate	0.010101863835150778	0.01430058708442295	0.892636746239091	0.8553416571722967	0.9664699340353632	0.9659267263053906	HMDB00715	HMDB00715
566	valylthreonine	0.009983172994635154	0.036704151641716816	0.8968887277602963	0.6449493167716485	0.9682594369925763	0.9033560928070172	HMDB29137	HMDB29137
567	2-hydroxyacetaminophen sulfate*	-0.009548573861930842	-0.095470411168154	0.8984846653206436	0.22253881815992027	0.9685283334163447	0.6456835279977414	HMDB62547	HMDB62547
568	glycyltyrosine	-0.00856956069621757	0.046115250129152206	0.91142471990825	0.5625544488043461	0.9784927195342681	0.8626736344031134	HMDB28853	HMDB28853
569	indolelactate	-0.008253559439474796	0.0050114312758164125	0.9121929791919928	0.9490625787254057	0.9784927195342681	0.994390064894175	HMDB00671	HMDB00671
570	1-oleoyl-GPE (18:1)	0.008105417526309883	0.054947672871895684	0.9137628588299891	0.4833157187634133	0.9789499463810646	0.8378167979470115	HMDB11506	HMDB11506
571	N-delta-acetylornithine	0.007737573392890777	0.04530773026279118	0.9176623824003263	0.563358132746893	0.9791592969775728	0.8626736344031134	HMDB03357	HMDB03357
572	glycylisoleucine	0.011420155825640328	-0.028917620809097246	0.9204317379804849	0.8002824760870546	0.9791592969775728	0.9518698642144764	HMDB28844	HMDB28844
573	valylglycine	-0.007586089478884085	-0.012885076768273192	0.9215552789186556	0.8715314308942844	0.9791592969775728	0.9718823148628511	HMDB29127	HMDB29127
574	creatinine	0.007308356483154656	-0.04675238277323893	0.9222149978599313	0.5509708802310782	0.9791592969775728	0.8497857179780234	HMDB00562	HMDB00562
575	glucuronate	0.00740013071294365	0.07090820053523628	0.9234722757014072	0.3729209425347426	0.9791592969775728	0.7835367566723267	HMDB00127	HMDB00127
576	thiamin (Vitamin B1)	-0.03466876226407682	0.2963188789948769	0.9242531681750921	0.4057816002106367	0.9791592969775728	0.7993313353254627	HMDB00235	HMDB00235
577	3-methyl-2-oxovalerate	-0.0068302320524683165	0.0032253641312962166	0.9272893359053616	0.9672036656446946	0.9811615222929413	0.994390064894175	HMDB03736	HMDB03736
578	glutarylcarnitine (C5-DC)	-0.006396086298862111	0.027124858811220454	0.931899475023598	0.7294630079002156	0.9836078306044389	0.9446601131052716	HMDB13130	HMDB13130
579	ethyl glucuronide	-0.008627442155204926	0.011741878078137378	0.9360447746207603	0.9155766243214141	0.9847487488883555	0.9900830644818805	HMDB10325	HMDB10325
580	3-methylglutarylcarnitine (1)	-0.0059464834398049934	0.003965915598215639	0.9366761382936672	0.9596793080484238	0.9847487488883555	0.994390064894175	HMDB00552	HMDB00552
581	2-hydroxyibuprofen	-0.008946907717518342	-0.04603141157876399	0.9376245075288594	0.6870744146995889	0.9847487488883555	0.92184278837437	HMDB60920	HMDB60920
582	5-methylthioadenosine (MTA)	0.005621379675014627	0.06392993298857713	0.9401315186737884	0.4146220671912124	0.9850092778271272	0.8011658905545774	HMDB01173	HMDB01173
583	trans-urocanate	0.005545886578204436	0.032707661050730405	0.9426094624487601	0.6813740584809684	0.986398166083299	0.9170694875152656	HMDB00301	HMDB00301
584	1-arachidoyl-GPC (20:0)	-0.00521098003585382	0.07276683900864178	0.9444950585377833	0.3529755840794728	0.9871645544668406	0.7727547313862628	HMDB10390	HMDB10390
585	1-arachidonoyl-GPC (20:4n6)*	0.005013111448111847	0.08341362006803053	0.9465994780299409	0.2867948134216242	0.987623030524974	0.7136522101421812	HMDB10395	HMDB10395
586	guaiacol sulfate	-0.0048984506660783205	0.06276004302802413	0.9478191159354263	0.42323093921952304	0.987623030524974	0.8080481807865194	HMDB60013	HMDB60013
587	1-methylhistidine	0.0063939820428586015	0.08518381130006845	0.9491447461051259	0.39701091437126645	0.987623030524974	0.7960366665950941	HMDB00001	HMDB00001
588	1-margaroyl-GPC (17:0)	-0.004529621989246582	0.0526635420259051	0.9517431263502123	0.5017116167593724	0.987623030524974	0.8460850152226196	HMDB12108	HMDB12108
589	serylalanine	-0.006902756885377007	0.07462373247155786	0.9518563086251209	0.5133627929108602	0.987623030524974	0.8460850152226196	HMDB29032	HMDB29032
590	phenol sulfate	-0.004048647917814658	-0.004806582495372942	0.9568619935879379	0.9511420768238296	0.9887846159157336	0.994390064894175	HMDB60015	HMDB60015
591	3,7-dimethylurate	-0.00415318988618724	0.016988399727172573	0.957005362324881	0.831156418132684	0.9887846159157336	0.9606376625356166	HMDB01982	HMDB01982
592	deoxycarnitine	0.0038690462432649855	0.12816571474988028	0.9587739057024971	0.10088549936717145	0.9887846159157336	0.47449443658405915	HMDB01161	HMDB01161
593	phenylacetate	-0.005867700453289119	-0.07205985134270354	0.959068611915585	0.5279787914461802	0.9887846159157336	0.8490672187334626	HMDB00209	HMDB00209
594	stearoylcarnitine (C18)	-0.0037777176239895565	0.11698873684699079	0.9597462163272745	0.1345320839233203	0.9887846159157336	0.5236686223369702	HMDB00848	HMDB00848
595	2-oleoyl-GPE (18:1)*	-0.003324154709087528	0.08001955694107499	0.9645758286107038	0.3069252610545748	0.9899978619379172	0.733700673120706	HMDB11476	HMDB11476
596	gentisate	0.0033142608794024453	0.03131718901737425	0.9656841390447629	0.6942271139315263	0.9899978619379172	0.9227615054742025	HMDB00152	HMDB00152
597	thyroxine	-0.003217609661000071	0.060935148336883925	0.9657105312128047	0.43686471961073303	0.9899978619379172	0.8116909544513407	HMDB01918	HMDB01918
598	2-pyrrolidinone	0.003033453775724002	-0.0016415498767604862	0.9685900581742695	0.9835636609651021	0.9900362070632169	0.994390064894175	HMDB02039	HMDB02039
599	catechol sulfate	0.0028252458692936406	0.020098035045424324	0.9698897737711117	0.7977754228237809	0.9900362070632169	0.9512255050679879	HMDB59724	HMDB59724
600	3-(cystein-S-yl)acetaminophen*	0.002307062262487471	-0.10514981469146796	0.9761089107317498	0.1857374338693134	0.9911615985603532	0.5910455144688932	HMDB0240217	HMDB0240217
601	isoleucylglycine	0.0020682557442285297	-0.021112551041929634	0.9785812804863561	0.7910166808462669	0.992494758407963	0.9479265570750142	HMDB28907	HMDB28907
