	feature	logFC	statistic	P.Value
37	HMDB03818	0.3785971955409751	-2.733809142184717	0.008650419067254314
38	HMDB00133	0.3996576939268199	-2.6239212092974147	0.008692389086718696
39	HMDB00764	-0.5335491891667995	2.6239212092974147	0.008692389086718696
40	HMDB00956	-0.6122054040822225	2.618308543609078	0.008836686394376724
41	HMDB02721	0.31517294171724775	-2.7034661628670538	0.009163010453274096
42	HMDB28757	0.3253686725423251	-2.5986642136998994	0.009358727012789732
43	HMDB31074	-0.515258724267868	2.680713716524471	0.00967935266734312
44	HMDB00251	0.36508390895603615	-2.5818262166348895	0.009827905983304398
45	HMDB02264	-0.4485838357943603	2.570600885258216	0.010152225225437392
46	HMDB06029	-0.45969331410460107	2.5425375568165323	0.011005077347663521
47	HMDB00162	-0.4674769336174946	2.5425375568165323	0.011005077347663521
48	HMDB00292	0.4033496525357883	-2.5425375568165323	0.011005077347663521
49	HMDB29155	-0.46609314454157785	2.6403866923789785	0.011331205783151067
50	HMDB00201	-0.43763815786226556	2.5144742283748487	0.011921001496914019
51	HMDB11567	-0.4582651180767671	2.568752086201344	0.01282474107172675
52	HMDB10386	-0.4790456045639167	2.475185568556492	0.013316696371958056
53	HMDB00477	-0.4866369156864806	2.4695729028681552	0.013527445164696672
54	HMDB00208	0.38787347461829547	-2.4695729028681552	0.013527445164696672
55	HMDB02917	0.3901532727105089	-2.466766570023987	0.013633920489533938
56	HMDB03374	-0.4956295098798206	2.4358969087381346	0.014854917484157059
57	HMDB00715	-0.4718508785768934	2.4330905758939663	0.014970555440651696
58	HMDB06547	-0.4957051064789061	2.430284243049798	0.015086985681567782
59	HMDB01348	0.4007258214904635	-2.421865244517293	0.015441075252546179
60	HMDB00872	-0.43301997793438285	2.4050272474522827	0.016171260008129355
61	HMDB29142	-0.43181936567069884	2.382576584698936	0.017191955564970798
62	"HMDB00138
"	0.3925903671069753	-2.368544920478094	0.017858211630047652
63	HMDB00294	-0.43145345897593257	2.3629322547897575	0.01813098360820514
64	HMDB12881	-0.45219864226712675	2.4418638188474144	0.018820053454366582
65	HMDB04620	-0.6526930462903361	2.4185152033453052	0.01900763629126399
66	HMDB00535	-0.4690661604434632	2.3292562606597373	0.019845494027548653
67	HMDB28920	-0.485582547002958	2.3236435949714003	0.020144603865980847
68	HMDB00161	-0.3876154447445756	2.320837262127232	0.02029562860488557
69	HMDB06528	-0.42449691282158697	2.3096119307505587	0.020909648486099257
70	HMDB12108	-0.4896236276300859	2.3747377714165263	0.02194560977687901
71	HMDB01008	-0.5223601875667198	2.2843549351530434	0.022350679767180887
72	HMDB33143	-0.46169037919254086	2.27312960377637	0.023018370925092457
73	HMDB32055	-0.4448871106588043	2.267516938088033	0.023358665376356794
74	HMDB00730	-0.4566894435593184	2.2619042723996965	0.023703318356808008
75	HMDB00779	0.33741803764681705	-2.2506789410230232	0.024405879512427578
76	HMDB00128	-0.3833046570532862	2.2394536096463495	0.025126416538350817
77	HMDB02925	-0.4664042323699319	2.2394536096463495	0.025126416538350817
78	HMDB00705	-0.4197204859411383	2.211390281204666	0.027008822276649923
79	HMDB00991	-0.35223979401964867	2.1861332856071507	0.028805855406801084
80	HMDB00806	-0.4108858407220182	2.1833269527629824	0.029011741055444355
81	" 
HMDB00497"	0.34618362403863967	-2.2475941479967565	0.029276225263672902
82	HMDB10381	-0.43541398103700507	2.2360845885282714	0.030174000616592873
83	HMDB04983	-0.39814382154840927	2.1524572914771305	0.031361355564463504
84	HMDB00883	-0.382187795013749	2.2135847682003984	0.031991527238383576
85	HMDB11503	-0.40077445488292857	2.138425627256289	0.03248221436981464
86	HMDB04824	0.3331617539638055	-2.1328129615679523	0.032940072551355316
87	HMDB00076	0.32942673229578845	-2.1272002958796152	0.0334034445682056
88	HMDB00220	-0.38948728579266706	2.0991369674379317	0.035804828505022764
89	HMDB00300	0.3876325964805065	-2.1359726475098797	0.037538267137814045
90	HMDB00207	-0.36241874017346676	2.054235641931238	0.03995289030738519
91	HMDB00169	0.4066863375074472	-2.1080797860123415	0.04037686452162357
92	HMDB00671	-0.37587695856145775	2.1077244274921334	0.04073591892828735
93	HMDB00650	-0.42123691478187625	2.097637606935405	0.04105301641275091
94	HMDB00157	0.3148481210148046	-2.040203977710396	0.041330013742883503
95	HMDB00036	0.3174711404374203	-2.0037216507362077	0.0450998856981026
96	HMDB00767	0.2704909095692085	-1.9924963193595342	0.04631662862297405
97	HMDB35227	-0.3594421361932649	1.9924963193595342	0.04631662862297405
98	HMDB61112	-0.40962499640721867	2.0480992495489736	0.0468153954117947
99	HMDB00156	0.27075253311811887	-1.9812709879828607	0.04756089207684096
100	HMDB61115	-0.36585692798281616	1.975658322294524	0.04819348829319077
101	HMDB00115	-0.3351423012660283	1.9700456566061872	0.04883313820271129
102	HMDB01999	-0.4003018130763965	2.0174832338481044	0.04913355570266255
103	HMDB02183	-0.35976960464448154	1.9532076595411771	0.05079499384231084
104	HMDB00904	-0.41010469699015	1.992119545666297	0.052448686586567345
105	HMDB00517	-0.31109515970880086	1.97862865107452	0.05291543905899232
106	HMDB02331	-0.32963653140003263	1.9167253325669886	0.05527283519582084
107	HMDB01015	0.2938921713077497	-1.9167253325669886	0.05527283519582084
108	HMDB00097	-0.3432011408380077	1.9026936683461468	0.05708052861713855
109	HMDB00213	-0.36188813150954197	1.8830493384369682	0.05969368192537146
110	HMDB11477	-0.3572481781830531	1.8605986756836215	0.0628008720011348
111	HMDB00866	0.35417012202828785	-1.857792342839453	0.06319850893202984
112	HMDB00168	-0.31200636587826314	1.8465670114627797	0.06480991895246435
113	HMDB00131	-0.3902257779114762	1.887251765781412	0.06541843771840411
114	HMDB00172	-0.321343591422972	1.8841330255389537	0.06589061273148457
115	HMDB00277	0.2541437396292827	-1.8297290143977694	0.0672904700490026
116	HMDB00912	0.2808024161680011	-1.810084684488591	0.07028265566105144
117	HMDB00754	0.2884579502871755	-1.8389435863288026	0.07188367647964712
118	HMDB00594	0.22895673057541427	-1.7679896918260656	0.07706262696271914
119	HMDB01976	-0.4238009181486912	1.7623770261377287	0.0780056175794289
120	HMDB02024	0.30089877036233814	-1.80158824909683	0.07817496721988891
121	HMDB29377	-0.5159397329556882	1.756764360449392	0.07895798217423776
122	HMDB11517	-0.3487495832603915	1.7840025609272199	0.08094857603582105
123	HMDB13128	-0.36476610202821114	1.7767199402297569	0.08150841442898146
124	HMDB00951	0.2762618678795632	-1.739926363384382	0.08187194879699344
125	HMDB00812	-0.3057447044268193	1.723088366319372	0.08487254629980867
126	HMDB04072	-0.3343437484643814	1.7576046149623574	0.08536893229272753
127	HMDB00791	-0.3113719247752784	1.7062503692543616	0.08796147430808011
128	HMDB00086	0.24163757969126215	-1.6950250378776883	0.09007067116159434
129	HMDB62551	-0.36562913563149113	1.7229605780218928	0.09170974550241204
130	HMDB01895	-0.3142027975614691	1.6837997065010148	0.09222038396805629
131	HMDB00126	-0.33561456800505607	1.722339835749082	0.09232662842280322
132	HMDB13622	-0.31799820439426224	1.6641553765918362	0.09608138298230365
133	HMDB00631	-0.334182436513791	1.661349043747668	0.09664336544407752
134	HMDB00064	-0.2909521455785342	1.6501237123709944	0.09891763577708987
135	HMDB02520	-0.296837377930212	1.6829855131728002	0.09948407155626669
136	HMDB00299	0.33395701636090186	-1.63288239142881	0.10917302174672754
137	HMDB03464	-0.24270135283651925	1.5939970554876273	0.11093669441174066
138	HMDB05060	-0.3034422601296291	1.5799653912667855	0.11411479242437533
139	HMDB00708	0.23230499543957503	-1.5715463927342805	0.11605578716308634
140	HMDB00056	0.18989484047287294	-1.5659337270459437	0.11736413304154594
141	HMDB00182	-0.28816644582537704	1.5462893971367653	0.12203469149867992
142	HMDB10395	-0.3103922989933359	1.5749122196859873	0.12267704238473777
143	HMDB00638	-0.31710881538593316	1.568668565944573	0.12338692884088068
144	HMDB06344	0.276791707570731	-1.5378703986042601	0.1240803063260091
145	HMDB02994	0.21900752991425657	-1.5378703986042601	0.1240803063260091
146	HMDB00840	-0.2677555825477453	1.5266450672275869	0.1268492940151452
147	HMDB04246	0.40919712559535054	-1.5502400828803637	0.127838865515818
148	HMDB00939	0.2547332172413431	-1.52103240153925	0.1282517064373918
149	HMDB11506	-0.2939515476889486	1.5360858532850636	0.13135507313063272
150	HMDB00139	-0.26074544475935796	1.50419440447424	0.13253131809642033
151	HMDB00827	-0.2579421392318181	1.4985817387859033	0.13398217303671214
152	HMDB00206	0.21448775381553234	-1.4873564074092298	0.13692070383394456
153	HMDB00824	-0.3125611568213374	1.5111110753859416	0.13747565819885119
154	HMDB10384	-0.3089113331578221	1.5108197407552701	0.1379616139929879
155	HMDB04827	-0.26056476467687784	1.481743741720893	0.13840849345029102
156	HMDB00187	-0.2904967950400259	1.5053319689225027	0.13898114295034042
157	HMDB11621	-0.3153853540273322	1.502170606872057	0.13983036609273827
158	HMDB00736	-0.28796402689903217	1.4705184103442197	0.14142140322669647
159	HMDB61702	-0.30175343689041656	1.49601017959199	0.14211955748078184
160	HMDB00684	0.17981695905665437	-1.4649057446558829	0.1429466352806774
161	HMDB00826	-0.20254246681764024	1.4649057446558829	0.1429466352806774
162	HMDB00252	0.2338779519878479	-1.4649057446558829	0.1429466352806774
163	HMDB10390	-0.2950281851062568	1.4870539754566385	0.14395412733533466
164	HMDB01881	0.24786076320761607	-1.4617319501381423	0.15040720545317784
165	HMDB00700	0.21036123459622516	-1.4256170848375258	0.1539789019184734
166	HMDB00247	0.20366494221828094	-1.4143917534608526	0.15724691004308194
167	HMDB00138	0.20237928543144781	-1.4287981410672326	0.1588162270370507
168	HMDB13034	-0.2435424372332214	1.4087790877725157	0.15890050060914473
169	HMDB00625	-0.2647145470131999	1.4301158918221315	0.15982177895233773
170	HMDB00122	-0.24931253480382065	1.403166422084179	0.16056721791958772
171	HMDB62445	-0.5509867159954905	1.4209144540662717	0.16068351505733458
172	HMDB00687	-0.25064668953879976	1.4207337615282631	0.16204704190149105
173	HMDB00651	-0.2419623490653913	1.3751030936424955	0.16909948540980135
174	HMDB00019	0.19483575180972826	-1.3582650965774852	0.17437958127395825
175	HMDB00123	-0.22763319772850352	1.3554587637333169	0.1752714381322713
176	HMDB00637	0.20483426151967155	-1.3715749245645634	0.17602566088713625
177	HMDB03229	-0.24958328891340864	1.341427099512475	0.17978182394612685
178	HMDB00765	0.21169634987051278	-1.341427099512475	0.17978182394612685
179	HMDB02823	-0.2516201126433458	1.3582662018901501	0.17986901709941627
180	HMDB04148	0.27148502608266495	-1.355535960263439	0.18145723864551427
181	HMDB00054	-0.25805063558699975	1.285300442629108	0.1986873155704536
182	HMDB61705	0.26120611305137775	-1.3010067965919248	0.199498848009073
183	HMDB00158	-0.20763288292498072	1.294387510229557	0.20180971912847712
184	HMDB00283	0.21501144116082063	-1.2740751112524344	0.20263679802517676
185	HMDB10388	-0.24007028715029388	1.2909624317979582	0.20291578598086296
186	HMDB01161	-0.2286984252546911	1.2807432862810477	0.20645135757679148
187	HMDB00062	-0.23464781459033288	1.2628497798757612	0.20664317089740625
188	HMDB00529	-0.24341172799195532	1.2742169974421653	0.20848141353350474
189	HMDB11476	-0.23643966504142988	1.2674137084414097	0.21106813500789826
190	HMDB01173	-0.5498258470949662	1.2617188253502456	0.21245018853235997
191	HMDB00943	-0.20935258233080695	1.2616526745463903	0.2130932539484855
192	HMDB00574	-0.23617597900225484	1.2432054499665826	0.213792134917686
193	HMDB02802	0.19940366428971254	-1.2403991171224142	0.21482780740602037
194	HMDB10379	-0.2393804317745618	1.2486613222421887	0.21825749454495555
195	HMDB01563	0.37050140562184475	-1.2357421606472716	0.2229550069876469
196	HMDB11635	-0.22543118079125096	1.2179484543690673	0.22324356130051493
197	HMDB04136	0.17896508500765626	-1.215142121524899	0.2243118907640549
198	HMDB00407	0.20294128415201	-1.206723122992394	0.22753879100546992
199	HMDB12458	0.2009123881103278	-1.2011104573040572	0.2297083571027505
200	HMDB00396	-0.20837841030889073	1.2011104573040572	0.2297083571027505
201	HMDB11487	0.20059049308143245	-1.2060983344632552	0.23400692651334243
202	HMDB10394	-0.23876730832099502	1.2036709446711347	0.2352706029863368
203	HMDB13678	0.19969587042438455	-1.2004549560950806	0.23571281296060323
204	HMDB00666	-0.23832794706072324	1.1786597945507105	0.23853367132742775
205	HMDB00646	-0.2109031471134774	1.1786597945507105	0.23853367132742775
206	HMDB02000	-0.23220450367329168	1.167434463174037	0.24303496029452298
207	HMDB00688	-0.18095005419682966	1.1505964661090269	0.2498982875160457
208	HMDB00192	-0.25436339213672926	1.1631252803100345	0.2501556397332955
209	HMDB02231	-0.22047195836701605	1.1393711347323534	0.254548390112018
210	HMDB00766	0.2018268894316377	-1.141965957478141	0.2591861925376087
211	HMDB02320	-0.2115783838631291	1.134198842226818	0.2628336486147678
212	HMDB59724	-0.3872100207900362	1.1191174163001105	0.26811558875035246
213	HMDB37397	-0.2052989548013672	1.105695140602333	0.26885849403024886
214	HMDB02108	-0.21371089590908687	1.120106895104571	0.26899511836282197
215	HMDB33724	-0.22602324789734526	1.0916634763814912	0.2749810444232733
216	HMDB61880	0.1914239733156099	-1.1006403894627177	0.2770728511001942
217	HMDB00079	0.1976126103665205	-1.0948080533648037	0.27926272578005845
218	HMDB61684	-0.18719489421380286	1.0664064807839762	0.2862399333389748
219	HMDB00267	-0.18145838683380364	1.0767582803551838	0.2874094967038093
220	HMDB13240	-0.2218462076075212	1.0752954044117	0.28767782688670523
221	HMDB00511	-0.21736462532582987	1.0551811494073027	0.2913424837766222
222	HMDB01918	-0.184927807450068	1.050109130193374	0.29569392616126616
223	HMDB00211	0.1429275371302792	-1.027117820965619	0.3043649881164492
224	HMDB03331	0.15711886746943102	-1.0215051552772823	0.30701516788143934
225	HMDB01539	0.13216077506806592	-1.018698822433114	0.3083459718140459
226	HMDB10404	-0.1978077036094277	1.024285706306787	0.31131330244000965
227	HMDB00254	-0.15922269117554894	1.010279823900609	0.3123612447421128
228	HMDB00244	0.22972692161804567	-1.0198010812170089	0.31274744953938605
229	HMDB02013	-0.17272673600449553	1.017988802745603	0.3135520738080272
230	HMDB01032	-0.1772474484792775	1.0178344090786313	0.31388159735934074
231	HMDB00439	-0.13688687463645943	0.9990544925239354	0.31776829443897503
232	HMDB11496	-0.17470737065958689	0.9709911640822518	0.33155267863442617
233	HMDB01425	-0.48816434869716285	0.9712540058877144	0.3351946592878855
234	HMDB33433	-0.18064636526383607	0.9692906599898199	0.3365396012214672
235	HMDB01043	-0.17836203719188168	0.9597658327055785	0.33717308192941076
236	HMDB00725	-0.17527814934288022	0.9541531670172417	0.34000611691066474
237	HMDB00539	-0.1894324869436742	0.9541531670172417	0.34000611691066474
238	HMDB02250	-0.1617045874102238	0.948540501328905	0.34285436442310946
239	HMDB00552	0.23750061330345762	-0.948540501328905	0.34285436442310946
240	HMDB61116	-0.3602215719655067	0.9371444152876509	0.35303679706195645
241	HMDB94696	-0.17432472038073893	0.9234029455809776	0.36082069209095313
242	HMDB02226	-0.19201747349365478	0.9150309306463694	0.3641835591510284
243	HMDB00718	-0.15783953160610562	0.9064455086663796	0.364700094522716
244	HMDB03320	-0.14412938710649473	0.9036391758222113	0.36618676101601166
245	HMDB06695	-0.1464566758631661	0.9008328429780429	0.3676772023469794
246	HMDB31057	-0.17510562713253894	0.9080891570328046	0.36859158675914305
247	HMDB61699	-0.1542399455107244	0.8992872179159468	0.3702288048789616
248	HMDB11749	0.18290092596470356	-0.9042410940640029	0.3709361228920798
249	HMDB61695	0.14346068319539498	-0.8924138444455378	0.37217115321140803
250	HMDB00482	-0.17024794608022115	0.8949014805832651	0.3754071764729665
251	HMDB00197	-0.15571287618491936	0.8787326884237809	0.3845095070022112
252	HMDB00017	-0.1603527586852843	0.8559315174713492	0.3920356604054748
253	HMDB00210	-0.15479112766029887	0.8475125189388442	0.3967095121683921
254	HMDB01325	-0.11065691580764156	0.8447061860946757	0.3982749047279266
255	HMDB00782	0.15341674152262114	-0.8362871875621707	0.40299335928732183
256	HMDB01434	0.2697043746605445	-0.8375537202454009	0.406688263344565
257	HMDB15150	0.8202894629531854	-0.8374496548638037	0.4070748759487032
258	HMDB00191	0.13854089325043242	-0.8235057546243565	0.4142232374960936
259	HMDB02639	-0.15532542145382544	0.8205088437830966	0.4163446779017478
260	HMDB03681	0.14882001376313098	-0.8176207233488043	0.4179524032518799
261	HMDB61690	0.14718256793348358	-0.8161109358180546	0.4186561780266701
262	HMDB06469	-0.14213288496337184	0.8102533750672996	0.4221768040264494
263	HMDB59911	-17.581422286699304	0.8051223732201789	0.4222778656103219
264	HMDB02815	-0.15614378254549724	0.803671062767404	0.42593388373065144
265	HMDB01448	-0.15864022206902967	0.8022606773310186	0.4265236847631688
266	HMDB05923	0.1680243014811999	-0.7931842121795585	0.43200854677855405
267	HMDB62558	0.1307533519253529	-0.7902429994023258	0.4334759318663617
268	HMDB00296	0.14118486697786853	-0.7801605306788035	0.4352963911149411
269	HMDB02212	-0.13628710570430433	0.7803199253532379	0.4386547517855892
270	HMDB00679	0.13117109944424743	-0.7771611794663662	0.44051573949716305
271	HMDB11129	-0.1475485582447634	0.7709125727342807	0.4449345058915075
272	HMDB11130	-0.15533106323388202	0.7706964440767707	0.4450546280889227
273	HMDB01390	0.50083695050123	-0.7607347530339107	0.4508682634221025
274	HMDB01429	-0.130170184617516	0.7487372387509633	0.4575125616805118
275	HMDB28848	0.13856020520620752	-0.7474167803684915	0.45818265363275523
276	HMDB00896	-0.20227656692509607	0.7408718708604465	0.4587711324699034
277	HMDB02366	-0.13877588290271103	0.7296465394837731	0.4656062669177886
278	HMDB02088	0.14123634765299517	-0.7296753520704509	0.4696510071891207
279	HMDB01859	-0.9353183007813148	0.7262354050907158	0.47020235099631225
280	HMDB00897	0.14016599872162122	-0.7272662815140388	0.4707935724050448
281	HMDB00682	0.10246169144513301	-0.7184212081070996	0.47249761400068846
282	HMDB00707	-0.25166116308825537	0.7235581957465914	0.47277442598289876
283	HMDB00269	0.12994835242715816	-0.71825375943389	0.4763903729173995
284	HMDB00317	0.22131092482591938	-0.7081454377099021	0.4822880842285948
285	HMDB29723	-0.2938066095062549	0.6905644292623836	0.49265154286091284
286	HMDB59586	0.12363065017949823	-0.6843039187065315	0.4971916403161234
287	HMDB00357	-0.12167331687176167	0.6482317637356813	0.5200074839321369
288	HMDB01138	-0.12159085317274873	0.6398438884703856	0.5222740963901115
289	HMDB00714	-0.13276642196275013	0.6286185570937122	0.5295988084250075
290	HMDB05065	0.11179491501884377	-0.632198307128721	0.5303588265344927
291	HMDB11172	-0.10546244109523355	0.6279170819869127	0.5330923293855496
292	HMDB00848	0.12342373638846336	-0.6222367168997323	0.5370904797013158
293	HMDB00291	-0.12696017587424852	0.6207153732624953	0.5380190409753518
294	HMDB06275	0.11417310952525567	-0.6104866994148079	0.5445811638745177
295	HMDB00336	-0.0947585224425413	0.6033450592678332	0.5490643187449844
296	HMDB10382	-0.1178179461272974	0.6040133659668443	0.5490995537171947
297	HMDB11103	-0.1668959540270685	0.5954121739378375	0.5540292383327581
298	HMDB00134	0.08136614326504792	-0.5893298972753552	0.5556399928504063
299	HMDB94649	-0.10994603151807672	0.5896057675734094	0.55839163994442
300	HMDB00774	-0.11038969111262574	0.5696855673661767	0.5688909807035104
301	HMDB01406	0.10046112991475292	-0.5659034517982292	0.5742769465528438
302	HMDB03357	0.10695407739761822	-0.5612665688336717	0.5746158283015406
303	HMDB61701	-0.10890849233949886	0.564921030096674	0.575080848841572
304	HMDB06116	-0.11018435530638075	0.5617529300174681	0.5770423914357512
305	HMDB02123	-0.1885087892774102	0.5602183101772229	0.5775307620204353
306	HMDB02712	0.09287217446431485	-0.5528475703011665	0.5803677913896061
307	HMDB00070	0.0706462258320761	-0.5500412374569982	0.5822910896325021
308	HMDB13130	-0.1741942951426261	0.5519136364808382	0.5832299654096536
309	HMDB00022	0.2138601226912744	-0.5473778319272528	0.5866394033172944
310	HMDB00050	0.11222231830790008	-0.5465063135806356	0.5873542210779453
311	HMDB13127	0.14012622783383816	-0.5332032403919881	0.593892898668736
312	HMDB62721	-0.11162185475994357	0.5261430328727382	0.6013114823390001
313	HMDB10316	-0.5221442629249204	0.5232398249195066	0.6027920281340369
314	HMDB01991	-0.1254213924901086	0.5188642104335484	0.6061681834720312
315	HMDB00479	-0.06648028001395588	0.5135589104828095	0.6075604135438466
316	HMDB00672	-0.1009687407264827	0.5107525776386411	0.6095243193441097
317	HMDB00763	0.08497622403339421	-0.5095128443660883	0.6127223840028717
318	HMDB00562	0.06355860381050124	-0.5023335791061361	0.6154328925901651
319	HMDB01857	-0.154150190524846	0.4967209134177994	0.6193858724972894
320	HMDB00043	0.0781120346287529	-0.4970839536448339	0.621211245529834
321	HMDB01893	0.08122675004587052	-0.493914580573631	0.6213665068189029
322	HMDB03099	0.11578736656781931	-0.492239631148712	0.6246805058465814
323	HMDB00759	0.09836935268362426	-0.48016979601536364	0.6334150710983206
324	HMDB02100	-0.09005955110574976	0.4739468362514666	0.6378547644480456
325	HMDB39229	-0.05739874803130549	0.46585125213194745	0.6413219763843676
326	HMDB62547	0.6303439471721846	-0.46256324937735077	0.6459950316137155
327	HMDB00149	-0.08881525040920099	0.45181958791110566	0.6513989572987167
328	HMDB01624	0.15607382330348105	-0.4496809541433141	0.655040871614862
329	HMDB00058	-0.27390866334368674	0.4334167023495186	0.6665080618030532
330	HMDB00008	0.08720658818554221	-0.4209499266252537	0.6737916467379839
331	HMDB01046	0.2429255858858696	-0.41915175285285966	0.6769562231408928
332	HMDB01067	0.09524881835940043	-0.4174766965955404	0.6783735542502523
333	HMDB28691	-0.11118237927103337	0.4097245952485803	0.6820079857736834
334	HMDB10391	-0.07242194201951332	0.40150818689286266	0.6900113023382218
335	HMDB10392	-0.07303954267166836	0.39681800076030954	0.6933784173056402
336	HMDB00875	-0.06644919961328068	0.39288659818357013	0.6944032404037979
337	HMDB01870	0.05257020345932344	-0.39288659818357013	0.6944032404037979
338	HMDB60015	-0.07432979445637472	0.39078992041829314	0.6977448513312965
339	HMDB03178	-0.1479762653387139	0.38966251881771014	0.6984088050745512
340	HMDB29738	0.08119994088316719	-0.38033901898647765	0.7053898224821299
341	HMDB04484	0.0684938266563674	-0.370569348063356	0.7125914244445424
342	HMDB00656	0.0705605465366183	-0.3604291835530595	0.7200288387786753
343	HMDB00686	0.06477413178177852	-0.35813449671270214	0.7219610398355933
344	HMDB00695	-0.061592523898482104	0.34517893983270803	0.7299598504615677
345	HMDB00932	0.14960018005681303	-0.34237260698853966	0.7320705006795089
346	HMDB00378	-0.06316212457145338	0.3416204679643235	0.7341378871943006
347	HMDB04400	-0.14559823624022303	0.3395662741443713	0.7341831798076472
348	HMDB11171	-0.056811952955646706	0.3406023926339037	0.7349756232617346
349	HMDB00060	0.062403379912193274	-0.33114727561186624	0.740533243384807
350	HMDB10383	0.06080245847620846	-0.3216070053209022	0.74927443927902
351	HMDB03736	-0.05093226704087464	0.2989779053029132	0.766302719420766
352	HMDB00493	0.04879949519872647	-0.2958079968696379	0.7687239781792671
353	HMDB61717	-0.04458072379165794	0.28925075240751785	0.7728686829253453
354	HMDB11170	-0.047847920153029876	0.2870740866495455	0.7753983288624094
355	HMDB00510	-0.04298397728642373	0.2806332844168358	0.7789916842208832
356	HMDB00222	0.05125883580501524	-0.28164947619638814	0.7795377870128827
357	HMDB00067	-0.04663560249354599	0.2750206187284991	0.7833003974401204
358	HMDB02825	-0.03581210474444552	0.2750206187284991	0.7833003974401204
359	HMDB61714	-0.06608261896370746	0.2750206187284991	0.7833003974401204
360	HMDB13302	0.05691415355003335	-0.26379528735182567	0.7919376661389723
361	HMDB03072	0.10809285972886945	-0.24415095744264714	0.8071139080734547
362	HMDB00045	0.1102422912995916	-0.24498999061444082	0.8075201961410821
363	HMDB34365	-0.09604562236364811	0.23866074644405863	0.8123174178558544
364	HMDB01878	0.04977847174798359	-0.2298440897660053	0.8192447117238686
365	HMDB02434	0.03787172815829688	-0.21884662210298927	0.8276931920902006
366	HMDB00532	-0.014607738222986558	0.2132812961567952	0.8311075614359609
367	HMDB61696	0.03694884358923408	-0.2095335106639692	0.8348920040550143
368	HMDB04194	0.0412295336817747	-0.20958119973087044	0.8349392961816513
369	HMDB00746	-0.17815189328947853	0.1992496319359534	0.8420674770028875
370	HMDB00946	0.03856974328719783	-0.19561261687918227	0.8457951771018014
371	HMDB60256	-0.015227929710731123	0.1936369662476167	0.846460151096074
372	HMDB00613	-0.028642533901849634	0.18302798366621773	0.8554956677756966
373	HMDB05066	-0.02502078249687919	0.1796053020267749	0.8574624419592412
374	HMDB01889	-0.002771941923992269	0.1683799706501015	0.8662843642381372
375	HMDB31230	0.03181857092514901	-0.16536178115240374	0.8694030379955573
376	HMDB62557	0.05887834028384883	-0.15715463927342804	0.8751229766102288
377	HMDB06409	0.03447926936942275	-0.1546126746426738	0.8777877319326762
378	HMDB00660	0.03792528657950399	-0.14873564074092296	0.8817622367812333
